reaction_id,reaction_equation,dead_end_test,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox
GBBTNtex,gbbtn_e <=> gbbtn_p,gbbtn_e;gbbtn_p,ok,ok,ok,N/A
GCALDD,gcald_c + h2o_c + nad_c --> glyclt_c + 2 h_c + nadh_c,ok,ok,ok,ok,N/A
GDMANE,gdpddman_c --> gdpofuc_c,gdpddman_c;gdpofuc_c,ok,ok,ok,N/A
GDPDPK,atp_c + gdp_c --> amp_c + h_c + ppgpp_c,ok,ok,ok,ok,N/A
GDPMNH,gdpmann_c + h2o_c --> gdp_c + h_c + man_c,ok,ok,ok,ok,N/A
GDPMNP,gdpmann_c + h2o_c --> gmp_c + 2 h_c + man1p_c,ok,ok,ok,ok,N/A
GDPTPDP,gdptp_c + h2o_c --> gtp_c + ppi_c,ok,ok,ok,ok,N/A
GDPtex,gdp_e <=> gdp_p,gdp_e;gdp_p,ok,ok,ok,N/A
GF6PTA,f6p_c + gln__L_c --> gam6p_c + glu__L_c,ok,ok,ok,ok,N/A
GGGABADr,ggbutal_c + h2o_c + nadp_c <=> gg4abut_c + 2 h_c + nadph_c,only when going backwards,ok,ok,ok,N/A
GGGABAH,gg4abut_c + h2o_c --> 4abut_c + glu__L_c,ok,ok,ok,ok,N/A
GGPTRCO,ggptrc_c + h2o_c + o2_c --> ggbutal_c + h2o2_c + nh4_c,ok,ok,ok,ok,N/A
GGPTRCS,atp_c + glu__L_c + ptrc_c --> adp_c + ggptrc_c + h_c + pi_c,ok,ok,ok,ok,N/A
GHBDHx,h_c + nadh_c + sucsal_c <=> ghb_c + nad_c,ghb_c,ok,ok,ok,N/A
GHMT2r,ser__L_c + thf_c <=> gly_c + h2o_c + mlthf_c,ok,ok,ok,ok,N/A
GK1,atp_c + gmp_c <=> adp_c + gdp_c,ok,ok,ok,ok,N/A
GLBRAN2,glycogen_c --> bglycogen_c,ok,ok,GLDBRAN2,GLDBRAN2,N/A
GLCATr,accoa_c + glc__D_c <=> acglc__D_c + coa_c,acglc__D_c,ok,ok,ok,N/A
GLCDpp,glc__D_p + h2o_p + q8_c --> glcn_p + h_p + q8h2_c,ok,ok,ok,ok,N/A
GLCNt2rpp,glcn_p + h_p <=> glcn_c + h_c,ok,ok,ok,ok,N/A
GLCNtex,glcn_e <=> glcn_p,only when going forwards,ok,ok,ok,N/A
GLCP,glycogen_c + pi_c --> g1p_c,ok,ok,ok,ok,N/A
GLCP2,bglycogen_c + pi_c --> g1p_c,ok,ok,ok,ok,N/A
GLCRAL,5dh4dglc_c --> 2h3oppan_c + pyr_c,5dh4dglc_c,ok,ok,ok,N/A
GLCRD,glcr_c --> 5dh4dglc_c + h2o_c,5dh4dglc_c;glcr_c,ok,ok,ok,N/A
GLCRt2rpp,glcr_p + h_p <=> glcr_c + h_c,glcr_c;glcr_p,ok,ok,ok,N/A
GLCRtex,glcr_e <=> glcr_p,glcr_e;glcr_p,ok,ok,ok,N/A
GLCS1,adpglc_c --> adp_c + glycogen_c + h_c,ok,ok,ok,ok,N/A
GLCTR1,icolipa_c + udpg_c --> gicolipa_c + h_c + udp_c,ok,ok,ok,ok,N/A
GLCTR2,gagicolipa_c + udpg_c --> ggagicolipa_c + h_c + udp_c,ok,ok,ok,ok,N/A
GLCTR3,ggagicolipa_c + udpg_c --> gggagicolipa_c + h_c + udp_c,ok,ok,ok,ok,N/A
GLCUR1Ptex,glcur1p_e <=> glcur1p_p,glcur1p_e;glcur1p_p,ok,ok,ok,N/A
GLCURt2rpp,glcur_p + h_p <=> glcur_c + h_c,glcur_c;glcur_p,ok,ok,ok,N/A
GLCURtex,glcur_e <=> glcur_p,glcur_e;glcur_p,ok,ok,ok,N/A
GLCabcpp,atp_c + glc__D_p + h2o_c --> adp_c + glc__D_c + h_c + pi_c,ok,ok,ok,ok,N/A
GLCptspp,glc__D_p + pep_c --> g6p_c + pyr_c,ok,ok,ok,ok,N/A
GLCt2pp,glc__D_p + h_p --> glc__D_c + h_c,ok,ok,ok,ok,N/A
GLCtex_copy1,glc__D_e --> glc__D_p,ok,ok,GLCtex_copy2,ok,N/A
GLCtex_copy2,glc__D_e <=> glc__D_p,ok,ok,GLCtex_copy1,ok,N/A
GLDBRAN2,bglycogen_c --> glycogen_c,ok,ok,GLBRAN2,GLBRAN2,N/A
GLGC,atp_c + g1p_c + h_c --> adpglc_c + ppi_c,ok,ok,ok,ok,N/A
GLNS,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,ok,ok,ok,ok,N/A
GLNabcpp,atp_c + gln__L_p + h2o_c --> adp_c + gln__L_c + h_c + pi_c,gln__L_p,ok,ok,ok,N/A
GLNtex,gln__L_e <=> gln__L_p,gln__L_e;gln__L_p,ok,ok,ok,N/A
GLTPD,galt1p_c + nad_c <=> h_c + nadh_c + tag6p__D_c,galt1p_c;tag6p__D_c,ok,ok,ok,N/A
GLU5K,atp_c + glu__L_c --> adp_c + glu5p_c,ok,ok,ok,ok,N/A
GLUABUTt7pp,4abut_c + glu__L_p <=> 4abut_p + glu__L_c,only when going backwards,ok,ok,ok,N/A
GLUCYS,atp_c + cys__L_c + glu__L_c --> adp_c + glucys_c + h_c + pi_c,ok,ok,ok,ok,N/A
GLUDC,glu__L_c + h_c --> 4abut_c + co2_c,ok,ok,ok,ok,N/A
GLUDy,glu__L_c + h2o_c + nadp_c <=> akg_c + h_c + nadph_c + nh4_c,ok,ok,ok,ok,N/A
GLUN,gln__L_c + h2o_c --> glu__L_c + nh4_c,ok,ok,ok,ok,N/A
GLUNpp,gln__L_p + h2o_p --> glu__L_p + nh4_p,gln__L_p,ok,ok,ok,N/A
GLUPRT,gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c,ok,ok,ok,ok,N/A
GLUR,glu__D_c <=> glu__L_c,only when going forwards,ok,ok,ok,N/A
GLUSy,akg_c + gln__L_c + h_c + nadph_c --> 2 glu__L_c + nadp_c,ok,ok,ok,ok,N/A
GLUTRR,glutrna_c + h_c + nadph_c --> glu1sa_c + nadp_c + trnaglu_c,ok,ok,ok,ok,N/A
GLUTRS,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,ok,ok,ok,ok,N/A
GLUabcpp,atp_c + glu__L_p + h2o_c --> adp_c + glu__L_c + h_c + pi_c,ok,ok,ok,ok,N/A
GLUt2rpp,glu__L_p + h_p <=> glu__L_c + h_c,ok,ok,ok,ok,N/A
GLUt4pp,glu__L_p + na1_p --> glu__L_c + na1_c,ok,ok,ok,ok,N/A
GLUtex,glu__L_e <=> glu__L_p,only when going forwards,ok,ok,ok,N/A
GLXCL,2 glx_c + h_c --> 2h3oppan_c + co2_c,ok,ok,ok,ok,N/A
GLYALDtex,glyald_e <=> glyald_p,only when going forwards,ok,ok,ok,N/A
GLYALDtpp,glyald_p <=> glyald_c,only when going forwards,ok,ok,ok,N/A
GLYAT,accoa_c + gly_c <=> 2aobut_c + coa_c,ok,ok,ok,ok,N/A
GLYBabcpp,atp_c + glyb_p + h2o_c --> adp_c + glyb_c + h_c + pi_c,ok,ok,ok,ok,N/A
GLYBt2pp,glyb_p + h_p --> glyb_c + h_c,ok,ok,ok,GLYBt3pp,N/A
GLYBt3pp,glyb_c + h_p --> glyb_p + h_c,ok,ok,ok,GLYBt2pp,N/A
GLYBtex,glyb_e <=> glyb_p,only when going forwards,ok,ok,ok,N/A
GLYC2Pabcpp,atp_c + glyc2p_p + h2o_c --> adp_c + glyc2p_c + h_c + pi_c,glyc2p_c;glyc2p_p,ok,ok,ok,N/A
GLYC2Ptex,glyc2p_e <=> glyc2p_p,glyc2p_e;glyc2p_p,ok,ok,ok,N/A
GLYC3Pabcpp,atp_c + glyc3p_p + h2o_c --> adp_c + glyc3p_c + h_c + pi_c,ok,ok,ok,ok,N/A
GLYC3Pt6pp,glyc3p_p + pi_c --> glyc3p_c + pi_p,ok,ok,ok,ok,N/A
GLYC3Ptex,glyc3p_e <=> glyc3p_p,only when going forwards,ok,ok,ok,N/A
GLYCAt2rpp,glyc__R_p + h_p <=> glyc__R_c + h_c,only when going forwards,ok,ok,ok,N/A
GLYCAtex,glyc__R_e <=> glyc__R_p,only when going forwards,ok,ok,ok,N/A
GLYCDx,glyc_c + nad_c --> dha_c + h_c + nadh_c,ok,ok,ok,ok,N/A
GLYCK,atp_c + glyc__R_c --> 3pg_c + adp_c + h_c,ok,ok,ok,ok,N/A
GLYCK2,atp_c + glyc__R_c --> 2pg_c + adp_c + h_c,ok,ok,ok,ok,N/A
GLYCL,gly_c + nad_c + thf_c --> co2_c + mlthf_c + nadh_c + nh4_c,ok,ok,ok,ok,N/A
GLYCLTDx,glx_c + h_c + nadh_c --> glyclt_c + nad_c,ok,ok,ok,ok,N/A
GLYCLTDy,glx_c + h_c + nadph_c --> glyclt_c + nadp_c,ok,ok,ok,ok,N/A
GLYCLTt2rpp,glyclt_p + h_p <=> glyclt_c + h_c,only when going forwards,ok,ok,ok,N/A
GLYCLTt4pp,glyclt_p + na1_p --> glyclt_c + na1_c,ok,ok,ok,ok,N/A
GLYCLTtex,glyclt_e <=> glyclt_p,only when going forwards,ok,ok,ok,N/A
GLYCTO2,glyclt_c + q8_c --> glx_c + q8h2_c,ok,ok,ok,ok,N/A
GLYCTO3,glyclt_c + mqn8_c --> glx_c + mql8_c,ok,ok,ok,ok,N/A
GLYCTO4,2dmmq8_c + glyclt_c --> 2dmmql8_c + glx_c,ok,ok,ok,ok,N/A
GLYCtex,glyc_e <=> glyc_p,only when going forwards,ok,ok,ok,N/A
GLYCtpp,glyc_c <=> glyc_p,ok,ok,ok,ok,N/A
GLYK,atp_c + glyc_c --> adp_c + glyc3p_c + h_c,ok,ok,ok,ok,N/A
GLYOX,h2o_c + lgt__S_c --> gthrd_c + h_c + lac__D_c,ok,ok,ok,ok,N/A
GLYOX3,h2o_c + mthgxl_c --> h_c + lac__D_c,ok,ok,ok,ok,N/A
GLYt2pp,gly_p + h_p --> gly_c + h_c,ok,ok,ok,ok,N/A
GLYt4pp,gly_p + na1_p --> gly_c + na1_c,ok,ok,ok,ok,N/A
GLYtex,gly_e <=> gly_p,only when going forwards,ok,ok,ok,N/A
GLYtpp,gly_c <=> gly_p,only when going backwards,ok,ok,ok,N/A
GMAND,gdpmann_c --> gdpddman_c + h2o_c,gdpddman_c,ok,ok,ok,N/A
GMHEPAT,atp_c + gmhep1p_c + h_c --> adphep_DD_c + ppi_c,ok,ok,ok,ok,N/A
GMHEPK,atp_c + gmhep7p_c --> adp_c + gmhep17bp_c + h_c,ok,ok,ok,ok,N/A
GMHEPPA,gmhep17bp_c + h2o_c --> gmhep1p_c + pi_c,ok,ok,ok,ok,N/A
GMPR,gmp_c + 2 h_c + nadph_c --> imp_c + nadp_c + nh4_c,ok,ok,ok,ok,N/A
GMPS,atp_c + nh4_c + xmp_c --> amp_c + gmp_c + 2 h_c + ppi_c,ok,ok,ok,ok,N/A
GMPS2,atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2 h_c + ppi_c,ok,ok,ok,ok,N/A
GMPtex,gmp_e <=> gmp_p,gmp_e;gmp_p,ok,ok,ok,N/A
GND,6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c,ok,ok,ok,ok,N/A
GNK,atp_c + glcn_c --> 6pgc_c + adp_c + h_c,ok,ok,ok,ok,N/A
GNP,6pgc_c + h2o_c --> glcn_c + pi_c,ok,ok,ok,ok,N/A
GOFUCR,gdpofuc_c + h_c + nadph_c --> gdpfuc_c + nadp_c,gdpfuc_c;gdpofuc_c,ok,ok,ok,N/A
GP4GH,gp4g_c + h2o_c --> 2 gdp_c + 2 h_c,gp4g_c,ok,ok,ok,N/A
GPDDA1,g3pc_c + h2o_c --> chol_c + glyc3p_c + h_c,g3pc_c,ok,ok,ok,N/A
GPDDA1pp,g3pc_p + h2o_p --> chol_p + glyc3p_p + h_p,g3pc_p,ok,ok,ok,N/A
GPDDA2,g3pe_c + h2o_c --> etha_c + glyc3p_c + h_c,ok,ok,ok,ok,N/A
GPDDA2pp,g3pe_p + h2o_p --> etha_p + glyc3p_p + h_p,ok,ok,ok,ok,N/A
GPDDA3,g3ps_c + h2o_c --> glyc3p_c + h_c + ser__L_c,g3ps_c,ok,ok,ok,N/A
GPDDA3pp,g3ps_p + h2o_p --> glyc3p_p + h_p + ser__L_p,g3ps_p,ok,ok,ok,N/A
GPDDA4,g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c,ok,ok,ok,ok,N/A
GPDDA4pp,g3pg_p + h2o_p --> glyc3p_p + glyc_p + h_p,ok,ok,ok,ok,N/A
GPDDA5,g3pi_c + h2o_c --> glyc3p_c + h_c + inost_c,g3pi_c;inost_c,ok,ok,ok,N/A
GPDDA5pp,g3pi_p + h2o_p --> glyc3p_p + h_p + inost_p,g3pi_p;inost_p,ok,ok,ok,N/A
GRTT,grdp_c + ipdp_c --> frdp_c + ppi_c,ok,ok,ok,ok,N/A
GRXR,grxox_c + 2 gthrd_c --> grxrd_c + gthox_c,ok,ok,ok,ok,N/A
GSNK,atp_c + gsn_c --> adp_c + gmp_c + h_c,ok,ok,ok,ok,N/A
GSNt2pp,gsn_p + h_p --> gsn_c + h_c,ok,ok,ok,GSNt3pp,N/A
GSNt3pp,gsn_c + h_p --> gsn_p + h_c,ok,ok,ok,GSNt2pp,N/A
GSNtex,gsn_e <=> gsn_p,only when going forwards,ok,ok,ok,N/A
GSPMDA,gtspmd_c + h2o_c --> gthrd_c + spmd_c,ok,ok,ok,ok,N/A
GSPMDS,atp_c + gthrd_c + spmd_c --> adp_c + gtspmd_c + h_c + pi_c,ok,ok,ok,ok,N/A
GTHOXtex,gthox_e <=> gthox_p,gthox_e;gthox_p,ok,ok,ok,N/A
GTHOr,gthox_c + h_c + nadph_c <=> 2 gthrd_c + nadp_c,only when going backwards,ok,ok,ok,N/A
GTHPi,2 gthrd_c + h2o2_c --> gthox_c + 2 h2o_c,ok,ok,ok,ok,N/A
GTHRDHpp,gthrd_p + h2o_p --> cgly_p + glu__L_p,ok,ok,ok,ok,N/A
GTHRDabc2pp,atp_c + gthrd_c + h2o_c --> adp_c + gthrd_p + h_c + pi_c,ok,ok,ok,GTHRDabcpp,N/A
GTHRDabcpp,atp_c + gthrd_p + h2o_c --> adp_c + gthrd_c + h_c + pi_c,ok,ok,ok,GTHRDabc2pp,N/A
GTHRDtex,gthrd_e <=> gthrd_p,only when going forwards,ok,ok,ok,N/A
GTHS,atp_c + glucys_c + gly_c --> adp_c + gthrd_c + h_c + pi_c,ok,ok,ok,ok,N/A
GTPCI,gtp_c + h2o_c --> ahdt_c + for_c + h_c,ok,ok,ok,ok,N/A
GTPCII2,gtp_c + 3 h2o_c --> 25drapp_c + for_c + 2 h_c + ppi_c,ok,ok,ok,ok,N/A
GTPDPDP,gdptp_c + h2o_c --> h_c + pi_c + ppgpp_c,ok,ok,ok,ok,N/A
GTPDPK,atp_c + gtp_c --> amp_c + gdptp_c + h_c,ok,ok,ok,ok,N/A
GTPHs,gtp_c + h2o_c + h_c --> nh4_c + xtp_c,ok,ok,ok,ok,N/A
GTPtex,gtp_e <=> gtp_p,gtp_e;gtp_p,ok,ok,ok,N/A
GUACYC,gtp_c --> 35cgmp_c + ppi_c,ok,ok,ok,ok,N/A
GUAD,gua_c + h2o_c + h_c --> nh4_c + xan_c,ok,ok,ok,ok,N/A
GUAPRT,gua_c + prpp_c --> gmp_c + ppi_c,ok,ok,ok,ok,N/A
GUAt2pp,gua_p + h_p --> gua_c + h_c,ok,ok,ok,ok,N/A
GUAtex,gua_e <=> gua_p,only when going forwards,ok,ok,ok,N/A
GUAtpp,gua_p <=> gua_c,only when going forwards,ok,ok,ok,N/A
GUI1,glcur_c <=> fruur_c,fruur_c;glcur_c,ok,ok,ok,N/A
GUI2,galur_c <=> tagur_c,galur_c;tagur_c,ok,ok,ok,N/A
GUR1PPpp,glcur1p_p + h2o_p --> glcur_p + pi_p,glcur1p_p;glcur_p,ok,ok,ok,N/A
H2O2tex,h2o2_e <=> h2o2_p,h2o2_e;h2o2_p,ok,ok,ok,N/A
H2Otex,h2o_e <=> h2o_p,ok,ok,ok,ok,N/A
H2Otpp,h2o_p <=> h2o_c,ok,ok,ok,ok,N/A
H2SO,h2s_c + 2 o2_c --> 2 h_c + so4_c,ok,ok,ok,ok,N/A
H2St1pp,h2s_c --> h2s_p,ok,ok,ok,ok,N/A
H2Stex,h2s_e <=> h2s_p,only when going forwards,ok,ok,ok,N/A
H2tex,h2_e <=> h2_p,only when going forwards,ok,ok,ok,N/A
H2tpp,h2_p <=> h2_c,only when going forwards,ok,ok,ok,N/A
HACD1,aacoa_c + h_c + nadh_c <=> 3hbcoa_c + nad_c,ok,ok,ok,ok,N/A
HACD2,3ohcoa_c + h_c + nadh_c <=> 3hhcoa_c + nad_c,ok,ok,ok,ok,N/A
HACD3,3oocoa_c + h_c + nadh_c <=> 3hocoa_c + nad_c,ok,ok,ok,ok,N/A
HACD4,3odcoa_c + h_c + nadh_c <=> 3hdcoa_c + nad_c,ok,ok,ok,ok,N/A
HACD5,3oddcoa_c + h_c + nadh_c <=> 3hddcoa_c + nad_c,ok,ok,ok,ok,N/A
HACD6,3otdcoa_c + h_c + nadh_c <=> 3htdcoa_c + nad_c,ok,ok,ok,ok,N/A
HACD7,3ohdcoa_c + h_c + nadh_c <=> 3hhdcoa_c + nad_c,ok,ok,ok,ok,N/A
HACD8,3ohodcoa_c + h_c + nadh_c <=> 3hodcoa_c + nad_c,ok,ok,ok,ok,N/A
HADPCOADH3,3hadpcoa_c + nad_c <=> h_c + nadh_c + oxadpcoa_c,only when going backwards,ok,ok,ok,N/A
HBZOPT,4hbz_c + octdp_c --> 3ophb_c + ppi_c,ok,ok,ok,ok,N/A
HCINNMt2rpp,3hcinnm_p + h_p <=> 3hcinnm_c + h_c,3hcinnm_c;3hcinnm_p,ok,ok,ok,N/A
HCINNMtex,3hcinnm_e <=> 3hcinnm_p,3hcinnm_e;3hcinnm_p,ok,ok,ok,N/A
HCO3E,co2_c + h2o_c <=> h_c + hco3_c,only when going backwards,ok,ok,ok,N/A
HCYSMT,amet_c + hcys__L_c --> ahcys_c + h_c + met__L_c,ok,ok,ok,ok,N/A
HCYSMT2,hcys__L_c + mmet_c --> h_c + 2 met__L_c,mmet_c,ok,ok,ok,N/A
HDCAtexi,hdca_e --> hdca_p,hdca_e,ok,ok,ok,N/A
HDCEAtexi,hdcea_e --> hdcea_p,hdcea_e,ok,ok,ok,N/A
HEMEOS,frdp_c + h2o_c + pheme_c --> hemeO_c + ppi_c,hemeO_c,ok,ok,ok,N/A
HEPK1,atp_c + hhlipa_c --> adp_c + h_c + phhlipa_c,ok,ok,ok,ok,N/A
HEPK2,atp_c + hphhlipa_c --> adp_c + h_c + phphhlipa_c,ok,ok,ok,ok,N/A
HEPT1,adphep_LD_c + lipa_c --> adp_c + h_c + hlipa_c,ok,ok,ok,ok,N/A
HEPT2,adphep_LD_c + hlipa_c --> adp_c + h_c + hhlipa_c,ok,ok,ok,ok,N/A
HEPT3,adphep_LD_c + phhlipa_c --> adp_c + h_c + hphhlipa_c,ok,ok,ok,ok,N/A
HEPT4,adphep_LD_c + gggagicolipa_c --> adp_c + colipa_c + h_c,ok,ok,ok,ok,N/A
HETZK,4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c,4mhetz_c,ok,ok,ok,N/A
HEX1,atp_c + glc__D_c --> adp_c + g6p_c + h_c,ok,ok,ok,ok,N/A
HEX4,atp_c + man_c --> adp_c + h_c + man6p_c,ok,ok,ok,ok,N/A
HEX7,atp_c + fru_c --> adp_c + f6p_c + h_c,ok,ok,ok,ok,N/A
HEXt2rpp,h_p + hxa_p <=> h_c + hxa_c,only when going forwards,ok,ok,ok,N/A
HG2abcpp,atp_c + h2o_c + hg2_c --> adp_c + h_c + hg2_p + pi_c,hg2_c;hg2_p,ok,ok,ok,N/A
HG2t3pp,h_p + hg2_c --> h_c + hg2_p,hg2_c;hg2_p,ok,ok,ok,N/A
HG2tex,hg2_e <=> hg2_p,hg2_e;hg2_p,ok,ok,ok,N/A
HISTD,h2o_c + histd_c + 2 nad_c --> 3 h_c + his__L_c + 2 nadh_c,ok,ok,ok,ok,N/A
HISTP,h2o_c + hisp_c --> histd_c + pi_c,ok,ok,ok,ok,N/A
HISabcpp,atp_c + h2o_c + his__L_p --> adp_c + h_c + his__L_c + pi_c,ok,ok,ok,ok,N/A
HISt2rpp,h_p + his__L_p <=> h_c + his__L_c,only when going forwards,ok,ok,ok,N/A
HIStex,his__L_e <=> his__L_p,only when going forwards,ok,ok,ok,N/A
HKNDDH,h2o_c + hkndd_c --> h_c + op4en_c + succ_c,hkndd_c;op4en_c,ok,ok,ok,N/A
HKNTDH,h2o_c + hkntd_c --> fum_c + h_c + op4en_c,hkntd_c;op4en_c,ok,ok,ok,N/A
HMBS,h2o_c + 4 ppbng_c --> hmbil_c + 4 nh4_c,ok,ok,ok,ok,N/A
HMPK1,4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c,4ahmmp_c,ok,ok,ok,N/A
HOMt2pp,h_p + hom__L_c --> h_c + hom__L_p,ok,ok,ok,ok,N/A
HOMtex,hom__L_e <=> hom__L_p,only when going forwards,ok,ok,ok,N/A
HOPNTAL,4h2opntn_c --> acald_c + pyr_c,4h2opntn_c,ok,ok,ok,N/A
HPACOAT,34dphacoa_c + h2o_c --> 34dhpha_c + coa_c + h_c,34dhpha_c;34dphacoa_c,ok,ok,ok,N/A
HPPK2,6hmhpt_c + atp_c --> 6hmhptpp_c + amp_c + h_c,ok,ok,ok,ok,N/A
HPPPNDO,dhpppn_c + o2_c --> h_c + hkndd_c,dhpppn_c;hkndd_c,ok,ok,ok,N/A
HPPPNt2rpp,3hpppn_p + h_p <=> 3hpppn_c + h_c,3hpppn_c;3hpppn_p,ok,ok,ok,N/A
HPPPNtex,3hpppn_e <=> 3hpppn_p,3hpppn_e;3hpppn_p,ok,ok,ok,N/A
HPYRI,hpyr_c <=> 2h3oppan_c,ok,ok,ok,ok,N/A
HPYRP,3php_c + h2o_c --> hpyr_c + pi_c,ok,ok,ok,ok,N/A
HPYRRx,h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c,ok,ok,ok,ok,N/A
HPYRRy,h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c,ok,ok,ok,ok,N/A
HSDy,hom__L_c + nadp_c <=> aspsa_c + h_c + nadph_c,only when going forwards,ok,ok,ok,N/A
HSK,atp_c + hom__L_c --> adp_c + h_c + phom_c,ok,ok,ok,ok,N/A
HSST,hom__L_c + succoa_c --> coa_c + suchms_c,ok,ok,ok,ok,N/A
HSTPT,glu__L_c + imacp_c --> akg_c + hisp_c,ok,ok,ok,ok,N/A
HXAND,h2o_c + hxan_c + nad_c --> h_c + nadh_c + xan_c,ok,ok,ok,ok,N/A
HXAtex,hxa_e <=> hxa_p,only when going forwards,ok,ok,ok,N/A
HXCT,accoa_c + hxa_c --> ac_c + hxcoa_c,ok,ok,ok,ok,N/A
HXPRT,hxan_c + prpp_c --> imp_c + ppi_c,ok,ok,ok,ok,N/A
HYD1pp,h2_c + 2 h_c + q8_c --> 2 h_p + q8h2_c,ok,ok,ok,ok,N/A
HYD2pp,h2_c + 2 h_c + mqn8_c --> 2 h_p + mql8_c,ok,ok,ok,ok,N/A
HYD3pp,2dmmq8_c + h2_c + 2 h_c --> 2dmmql8_c + 2 h_p,ok,ok,ok,ok,N/A
HYPOE,h2o_c + pyam5p_c --> pi_c + pydam_c,ok,ok,ok,ok,N/A
HYXNtex,hxan_e <=> hxan_p,only when going forwards,ok,ok,ok,N/A
HYXNtpp,hxan_p <=> hxan_c,only when going forwards,ok,ok,ok,N/A
Htex,h_e <=> h_p,ok,ok,ok,ok,N/A
I2FE2SR,2fe1s_c + iscssh_c + iscu_c --> 4 h_c + iscs_c + iscu_2fe2s_c,ok,ok,ok,ok,N/A
I2FE2SS,fadh2_c + 2 fe2_c + 2 iscssh_c + iscu_c --> fad_c + 6 h_c + 2 iscs_c + iscu_2fe2s_c,ok,ok,ok,ok,N/A
I2FE2SS2,fadh2_c + 2 fe2_c + 2 iscssh_c + iscu_2fe2s_c --> fad_c + 6 h_c + 2 iscs_c + iscu_2fe2s2_c,ok,ok,ok,ok,N/A
I2FE2ST,4 h_c + iscu_2fe2s_c --> 2fe2s_c + iscu_c,ok,ok,ok,ok,N/A
I4FE4SR,fadh2_c + 2 h_c + iscu_2fe2s2_c --> fad_c + iscu_4fe4s_c,ok,ok,ok,ok,N/A
I4FE4ST,4 h_c + iscu_4fe4s_c --> 4fe4s_c + iscu_c,ok,ok,ok,ok,N/A
ICDHyr,icit_c + nadp_c <=> akg_c + co2_c + nadph_c,ok,ok,ok,ok,N/A
ICHORS_copy1,chor_c --> ichor_c,ok,ok,ICHORS_copy2,ok,N/A
ICHORS_copy2,chor_c <=> ichor_c,ok,ok,ICHORS_copy1,ok,N/A
ICHORT,h2o_c + ichor_c --> 23ddhb_c + pyr_c,ok,ok,ok,ok,N/A
ICL,icit_c --> glx_c + succ_c,ok,ok,ok,ok,N/A
ICYSDS,cys__L_c + iscs_c --> ala__L_c + iscssh_c,ok,ok,ok,ok,N/A
IDOND,5dglcn_c + h_c + nadh_c <=> idon__L_c + nad_c,ok,ok,ok,ok,N/A
IDOND2,5dglcn_c + h_c + nadph_c --> idon__L_c + nadp_c,ok,ok,ok,ok,N/A
IDONt2rpp,h_p + idon__L_p <=> h_c + idon__L_c,only when going forwards,ok,ok,ok,N/A
IDONtex,idon__L_e <=> idon__L_p,only when going forwards,ok,ok,ok,N/A
IG3PS,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c,ok,ok,ok,ok,N/A
IGPDH,eig3p_c --> h2o_c + imacp_c,ok,ok,ok,ok,N/A
IGPS,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c,ok,ok,ok,ok,N/A
ILETA,akg_c + ile__L_c <=> 3mop_c + glu__L_c,only when going forwards,ok,ok,ok,N/A
ILEabcpp,atp_c + h2o_c + ile__L_p --> adp_c + h_c + ile__L_c + pi_c,ok,ok,ok,ok,N/A
ILEt2rpp,h_p + ile__L_p --> h_c + ile__L_c,ok,ok,ok,ILEt3pp,N/A
ILEt3pp,h_p + ile__L_c --> h_c + ile__L_p,ok,ok,ok,ILEt2rpp,N/A
ILEtex,ile__L_e <=> ile__L_p,only when going forwards,ok,ok,ok,N/A
IMPC,h2o_c + imp_c <=> fprica_c,only when going forwards,ok,ok,ok,N/A
IMPD,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,ok,ok,ok,ok,N/A
IMPtex,imp_e <=> imp_p,imp_e;imp_p,ok,ok,ok,N/A
INDOLEt2pp,h_c + indole_c --> h_p + indole_p,ok,ok,INDOLEt2rpp,INDOLEt2rpp,N/A
INDOLEt2rpp,h_p + indole_p --> h_c + indole_c,ok,ok,INDOLEt2pp,INDOLEt2pp,N/A
INDOLEtex,indole_e <=> indole_p,only when going forwards,ok,ok,ok,N/A
INOSTO,inost_c + o2_c <=> glcur_c + h2o_c + h_c,glcur_c;inost_c,ok,ok,ok,N/A
INOSTt4pp,inost_p + na1_p --> inost_c + na1_c,inost_c;inost_p,ok,ok,ok,N/A
INSH,h2o_c + ins_c --> hxan_c + rib__D_c,ok,ok,ok,ok,N/A
INSK,atp_c + ins_c --> adp_c + h_c + imp_c,ok,ok,ok,ok,N/A
INSTtex,inost_e <=> inost_p,inost_e;inost_p,ok,ok,ok,N/A
INSt2pp,h_p + ins_p --> h_c + ins_c,ok,ok,ok,INSt3pp,N/A
